Timestamp,Grade,Type of problem,Types of holds,Number of attempts,Is it a send?,"If it is a send, what is the quality?","If it is a fall, what is the cause? (Or how should you do better in the next try?)",Other notes,Have you been breathing?,Have you been keeping your body as close to the wall as possible?,Have you been shifting your weight dynamically as you reach for the next holds?,Have you grab the hold perpendicularly to its orientation?,Have you been using 'silent feet'?,Have you been keeping awareness of your body position?
12/16/2021 21:49:44,V4,Vertical,"Jug, Edge",1,No,,Wrong body position,Move right foot over first,No,No,No,,,
12/16/2021 21:52:04,V4,Vertical,Crimp,2,Yes,6,,Beta adjustment was good,Yes,Maybe,No,,,
12/16/2021 21:58:33,V4,Vertical,"Crimp, Pinch",2,No,,Lack familiarity with the move,,No,No,No,,,
12/21/2021 15:34:32,V4,Vertical,"Jug, Crimp",1,Yes,6,,,Maybe,No,Maybe,,,
12/21/2021 15:35:53,V5,Overhang,"Crimp, Pinch",2,No,,"Lack familiarity with the move, Footwork issue",Right foot down dead point?,No,No,Yes,,,
12/21/2021 15:38:06,V5,Overhang,"Crimp, Pinch",2,No,,"Beta to the next move, Footwork issue",Don’t let right foot slip,No,Yes,No,,,
12/21/2021 15:47:06,V5,Roof,Jug,1,No,,Footwork issue,The three above,No,No,No,,,
12/21/2021 15:57:26,V5,Roof,Jug,2,Yes,6,,,Yes,No,Maybe,,,
12/21/2021 16:22:04,V5,Roof,"Jug, Pinch",1,No,,Beta to the next move,,No,No,No,,,
12/21/2021 16:22:35,V5,Roof,"Jug, Crimp, Pinch",2,No,,"Beta to the next move, Wrong body position",,No,No,No,,,
12/21/2021 16:23:19,V5,Vertical,"Crimp, Sloper",1,No,,Missing a hold,,No,No,No,,,
12/21/2021 16:28:41,V5,Arête,"Crimp, Sloper",2,No,,Footwork issue,Try heel hook?,Maybe,No,Maybe,,,
12/21/2021 16:33:08,V5,Arête,"Crimp, Sloper",3,Yes,6,,The commit to the sloper is good,Maybe,No,Maybe,,,
12/21/2021 16:44:01,V6,Arête,"Crimp, Pinch",1,No,,"Beta to the next move, Footwork issue",Use right foot and knee,No,No,No,,,
12/21/2021 16:47:35,V6,Arête,"Crimp, Pinch",3,No,,Lack familiarity with the move,Switch to right foot?,No,No,No,,,
12/21/2021 16:52:53,V6,Overhang,Crimp,1,No,,"Lack familiarity with the move, Wrong body position",Try from step 2,Maybe,No,Maybe,,,
12/21/2021 16:55:29,V6,Overhang,Crimp,2,No,,"Wrong body position, Footwork issue",,Maybe,No,Maybe,,,
12/21/2021 16:59:01,V6,Overhang,Crimp,3,No,,"Lack familiarity with the move, Hand not at the best position ",,Maybe,No,Maybe,,,
1/4/2022 19:14:56,V4,Vertical,"Crimp, Pinch, Sloper",1,Yes,6,,,No,Yes,No,,,
1/4/2022 19:19:49,V5,Roof,"Jug, Pinch",1,No,,"Footwork issue, Too nervous, Hit the other hold",Try drop knee to keep the body balanced,Yes,No,No,,,
1/4/2022 19:26:10,V5,Roof,"Jug, Crimp, Pinch",2,Yes,6,,,Yes,Maybe,No,,,
1/4/2022 19:33:03,V4,Slab,"Edge, Pinch",1,Yes,7,,,No,Maybe,No,,,
1/4/2022 19:39:58,V5,Overhang,Crimp,1,No,,Footwork issue,Alternate beta?,No,Maybe,No,,,
1/4/2022 19:42:12,V5,Overhang,Crimp,2,No,,Beta to the next move,Foot switch and right foot up,No,Maybe,Yes,,,
1/4/2022 19:45:38,V5,Overhang,Crimp,3,No,,"Footwork issue, Body too stretched",Drop knee to lock my right foot,No,Maybe,Yes,,,
1/4/2022 19:50:14,V5,Vertical,Pinch,1,No,,"Lack familiarity with the move, Footwork issue",Why tired already?,No,No,No,,,
1/4/2022 19:55:18,V5,Overhang,Crimp,4,No,,"Lack familiarity with the move, Need more dynamic",More dynamic more breathing,No,No,Yes,,,
1/4/2022 19:59:06,V5,Overhang,Crimp,5,No,,"Beta to the next move, Footwork issue",Start from the next move,No,No,Yes,,,
1/4/2022 20:04:03,V5,Overhang,Crimp,6,No,,"Beta to the next move, Wrong body position",Right hand straight up?,No,Maybe,No,,,
1/4/2022 20:07:34,V5,Overhang,Crimp,7,No,,Beta to the next move,Left foot back flag right toe press hard,No,No,No,,,
1/4/2022 20:09:10,V5,Overhang,Crimp,8,No,,"Wrong body position, Footwork issue",Turn right knee,No,No,No,,,
1/4/2022 20:12:18,V5,Overhang,Crimp,9,No,,Start from the middle,,Maybe,Maybe,No,,,
1/4/2022 20:20:53,V5,Overhang,Crimp,10,No,,"Lack familiarity with the move, Lock off",Need to lock right hand; one last try,No,No,No,,,
1/4/2022 20:25:20,V4,Slab,"Jug, Sloper",1,Yes,7,,,No,No,No,,,
1/4/2022 20:29:07,V5,Overhang,Crimp,11,No,,Lack familiarity with the move,Lock off a little then shift weight ,No,No,Yes,,,
1/4/2022 20:32:32,V5,Overhang,Crimp,12,No,,Lack familiarity with the move,Lock off a little than shit weight,Maybe,No,Maybe,,,
1/4/2022 20:34:44,V5,Overhang,Crimp,13,No,,"Lack familiarity with the move, Too tired",,Yes,No,Yes,,,
1/4/2022 20:41:10,V4,Slab,"Pinch, Sloper",1,Yes,7,,,No,Maybe,No,,,
1/4/2022 20:45:17,V5,Vertical,Pinch,1,No,,"Wrong body position, Footwork issue",Switch foot use it as a side pull,No,No,Maybe,,,
1/4/2022 20:47:43,V5,Vertical,Pinch,2,No,,Footwork issue,Tighten core don’t switch foot,Maybe,Maybe,Maybe,,,
1/4/2022 20:51:02,V5,Vertical,"Pinch, Sloper",3,No,,Footwork issue,Try crossing leg,No,Maybe,Maybe,,,
1/4/2022 20:54:47,V5,Vertical,"Edge, Crimp, Pinch",4,No,,Beta to the next move,Try using it as a side pull,No,No,Maybe,,,
1/4/2022 20:58:41,V5,Vertical,"Crimp, Pinch, Sloper",5,No,,"Lack familiarity with the move, Too tired, Dry fire",,No,Maybe,No,,,
1/4/2022 21:02:06,V5,Vertical,"Crimp, Pinch, Sloper",6,Yes,6,,,Maybe,Maybe,No,,,
1/7/2022 19:06:20,V4,Vertical,Crimp,1,No,,"Beta to the next move, Suboptimal sequence",Don’t be confused by the many holds,No,No,No,,,
1/7/2022 19:10:32,V4,Vertical,"Jug, Crimp",2,Yes,4,,Keep trying to feel your body position ,Maybe,Maybe,No,,,
1/7/2022 19:18:23,V5,Overhang,"Crimp, Sloper",1,No,,"Lack familiarity with the move, Need to be more dynamic",Use dynamic to that next hold ,Maybe,No,No,,,
1/7/2022 19:22:04,V5,Overhang,"Crimp, Sloper",2,No,,Footwork issue,Rock over than reach ,Maybe,No,Yes,,,
1/7/2022 19:25:00,V5,Overhang,"Crimp, Sloper",3,No,,Footwork issue,Left foot flag more,No,No,Maybe,,,
1/7/2022 19:27:37,V5,Overhang,"Crimp, Sloper",4,No,,Beta to the next move,Back flag,No,No,No,,,
1/7/2022 19:32:17,V5,Overhang,"Crimp, Sloper",5,No,,"Footwork issue, Lack dynamic ",Need to turn the knee,Maybe,No,No,,,
1/7/2022 19:34:24,V5,Overhang,"Crimp, Sloper",6,No,,Footwork issue,Heel in a way that it won’t drop ,No,Maybe,Maybe,,,
1/7/2022 19:39:22,V5,Overhang,"Crimp, Sloper",7,No,,Lack familiarity with the move,Back flag,No,Maybe,No,,,
1/7/2022 19:42:13,V5,Overhang,"Crimp, Sloper",8,No,,"Footwork issue, Too tired",Rest more,No,Maybe,No,,,
1/7/2022 19:49:27,V5,Overhang,"Crimp, Sloper",9,No,,"Footwork issue, Too tired",Put the heel right and then make the next move,No,No,Maybe,,,
1/7/2022 19:50:22,V5,Overhang,"Crimp, Sloper",10,No,,"Footwork issue, Too tired",,No,Maybe,Maybe,,,
1/7/2022 19:58:15,V6,Roof,"Jug, Crimp, Pinch",1,No,,Beta to the next move,,No,Maybe,No,,,
1/7/2022 20:01:54,V6,Roof,"Jug, Crimp, Pinch",2,Yes,6,,,Maybe,Maybe,No,,,
1/7/2022 20:09:27,V5,Slab,"Edge, Crimp",1,No,,"Beta to the next move, Wrong body position",,No,No,No,,,
1/7/2022 20:17:12,V7,Vertical,Crimp,1,No,,Lack familiarity with the move,Side pull,No,Maybe,No,,,
1/7/2022 20:20:37,V7,Vertical,Crimp,2,No,,"Too nervous, Dry fire",Side pull them,Maybe,No,Yes,,,
1/7/2022 20:24:09,V7,Vertical,Crimp,3,No,,"Beta to the next move, Wrong body position",Practice just that move?,No,No,Maybe,,,
1/7/2022 20:27:07,V7,Vertical,Crimp,4,No,,"Footwork issue, Too nervous",Press harder on the left foot,No,No,Maybe,,,
1/7/2022 20:32:10,V7,Vertical,Crimp,5,No,,"Cannot grab on to the hold, Dry fire",Side pull and brush hold,No,Yes,No,,,
1/7/2022 20:35:39,V7,Vertical,Crimp,6,No,,Cannot grab on to the hold,Higher,No,Yes,Maybe,,,
1/7/2022 20:41:20,V7,Vertical,Crimp,6,No,,"Cannot grab on to the hold, Wrong body position",Should lean on it as side pull ,Maybe,Yes,Maybe,,,
1/7/2022 20:49:03,V5,Vertical,"Jug, Crimp, Pocket",1,No,,"Lack familiarity with the move, Cannot grab on to the hold",,No,No,No,,,
1/7/2022 20:49:38,V5,Vertical,"Jug, Crimp, Pocket",2,Yes,6,,,No,No,No,,,
1/7/2022 20:59:25,V7,Vertical,Crimp,7,No,,"Wrong body position, Too tired",Need to put weight on left foot,Maybe,Maybe,No,,,
1/13/2022 16:59:58,V4,Vertical,"Jug, Sloper, Undercling",1,Yes,5,,,Maybe,Maybe,No,,,
1/13/2022 17:08:18,V5,Slab,Crimp,1,No,,"Beta to the next move, Too nervous, Hand slipery",,No,Maybe,No,,,
1/13/2022 17:13:06,V5,Slab,Crimp,2,No,,Beta to the next move,,No,Maybe,No,,,
1/13/2022 17:19:31,V5,Slab,Crimp,3,No,,"Beta to the next move, Wrong body position",,No,Maybe,No,,,
1/13/2022 17:25:20,V5,Slab,Crimp,4,Yes,6,,,Maybe,Maybe,No,,,
1/13/2022 17:32:45,V5,Overhang,"Crimp, Sloper",1,No,,"Lack familiarity with the move, Wrong body position, Footwork issue",Open hip,No,No,No,,,
1/13/2022 17:36:56,V5,Overhang,"Crimp, Sloper",2,No,,"Footwork issue, Too tired, Too nervous",Press on left foot and shift weight,Maybe,No,Maybe,,,
1/13/2022 17:41:55,V5,Overhang,"Crimp, Sloper",3,No,,Wrong body position,Shift the weight for the heel hook step ,Maybe,No,No,,,
1/13/2022 17:50:00,V5,Overhang,"Crimp, Sloper",4,No,,"Wrong body position, Not enough weight shifting ",,Maybe,Maybe,No,,,
1/13/2022 17:51:27,V5,Overhang,"Crimp, Sloper",5,No,,Footwork issue,Secure feet and then shift weight,Maybe,No,Maybe,,,
1/13/2022 17:53:24,V5,Overhang,"Crimp, Sloper",6,No,,Footwork issue,Don’t dab,Maybe,No,Maybe,,,
1/13/2022 17:56:00,V5,Overhang,"Crimp, Sloper",7,No,,Too tired,,Maybe,No,No,,,
1/13/2022 18:03:32,V5,Vertical,"Crimp, Sloper",1,No,,Dry fire,,No,No,No,,,
1/13/2022 18:07:18,V5,Vertical,Crimp,2,No,,"Beta to the next move, Suboptimal sequence",,Maybe,Maybe,No,,,
1/13/2022 18:11:41,V5,Vertical,"Crimp, Sloper",3,Yes,5,,,Maybe,Maybe,Yes,,,
1/13/2022 18:19:44,V5,Vertical,"Crimp, Pinch",1,No,,Beta to the next move,,No,Maybe,No,,,
1/13/2022 18:22:05,V5,Vertical,"Edge, Crimp, Pinch",2,No,,"Lack familiarity with the move, Too tired",,No,No,No,,,
1/13/2022 18:25:15,V5,Vertical,"Edge, Crimp, Pinch",3,No,,"Lack familiarity with the move, Too tired, Another hold in the way and pushed my body out ",,No,No,Yes,,,
1/13/2022 18:32:03,V5,Vertical,"Edge, Crimp, Pinch",4,No,,"Footwork issue, Too tired",,No,Maybe,Yes,,,
1/13/2022 18:34:37,V5,Vertical,"Edge, Crimp, Pinch",5,No,,Wrong body position,Drop knee?,No,No,Maybe,,,
1/13/2022 18:37:05,V5,Vertical,"Edge, Crimp, Pinch",6,No,,"Too tired, Dry fire; waited too long",,Maybe,Maybe,Maybe,,,
1/13/2022 18:49:33,V5,Vertical,"Edge, Crimp, Pinch",7,No,,Suboptimal sequence,,No,Maybe,Maybe,,,
1/13/2022 18:56:23,V5,Vertical,"Edge, Crimp, Pinch",8,No,,Too tired,Right hand grab higher and commit left hand,No,Maybe,Maybe,,,
1/13/2022 19:02:58,V5,Vertical,"Edge, Crimp, Pinch",9,No,,Beta to the next move,Left foot up that hold ,No,No,Maybe,,,
1/13/2022 19:09:40,V5,Vertical,"Edge, Crimp, Pinch",9,No,,"Beta to the next move, Too tired",Don’t have to bump,No,No,Maybe,,,
1/22/2022 12:42:23,V5,Vertical,Crimp,1,No,,"Beta to the next move, Footwork issue",,No,Maybe,Maybe,,,
1/22/2022 12:45:07,V5,Vertical,Crimp,2,Yes,6,,,No,Maybe,Maybe,,,
1/22/2022 12:55:17,V5,Roof,Sloper,2,No,,Beta to the next move,Right foot flag front facing the wall,No,No,No,,,
1/22/2022 12:57:38,V5,Roof,"Crimp, Sloper",3,No,,"Beta to the next move, Lack familiarity with the move",,No,No,Maybe,,,
1/22/2022 13:01:11,V5,Roof,"Jug, Crimp, Sloper",4,No,,Lack familiarity with the move,,No,No,Maybe,,,
1/22/2022 13:11:33,V5,Roof,"Jug, Crimp, Sloper",5,No,,"Beta to the next move, Too tired",Try dynamic pull myself up,No,No,No,,,
1/22/2022 13:16:09,V5,Roof,"Jug, Crimp, Sloper",5,Yes,6,,,No,No,Maybe,,,
1/22/2022 13:26:08,V5,Vertical,"Edge, Crimp, Sloper",1,No,,Cannot grab on to the hold,,No,Maybe,Maybe,,,
1/22/2022 13:28:33,V5,Vertical,"Edge, Crimp, Sloper",2,No,,"Cannot grab on to the hold, Dry fire",,Maybe,No,Maybe,,,
1/22/2022 13:35:03,V5,Vertical,"Edge, Crimp, Sloper",3,Yes,7,,The body position felt right,No,No,Maybe,,,
1/22/2022 13:42:35,V5,Overhang,"Crimp, Sloper",1,No,,"Lack familiarity with the move, Too tired",,No,No,Maybe,,,
1/22/2022 13:46:29,V5,Overhang,"Crimp, Sloper",2,No,,"Wrong body position, Too tired",Lock off and pull your body center to up right,Maybe,No,Maybe,,,
1/22/2022 13:50:29,V5,Overhang,"Crimp, Sloper",3,No,,Footwork issue,Secure the foot,Maybe,No,Maybe,,,
1/22/2022 13:54:45,V5,Overhang,"Crimp, Sloper",4,No,,Not enough momentum,,Maybe,No,Yes,,,
1/22/2022 14:00:21,V5,Overhang,"Crimp, Sloper",5,No,,Too tired,,Maybe,No,Maybe,,,
1/22/2022 14:07:50,V5,Overhang,Crimp,1,No,,"Lack familiarity with the move, Wrong body position",Switch foot,No,No,No,,,
1/22/2022 14:09:16,V5,Overhang,Crimp,2,No,,Too tired,,No,No,No,,,
1/27/2022 19:48:49,V4,Roof,"Jug, Sloper",1,Yes,6,,,Yes,Yes,Yes,,,
1/27/2022 20:00:48,V5,Roof,"Jug, Sloper",1,No,,Beta to the next move,,Maybe,No,No,,,
1/27/2022 20:01:22,V5,Roof,"Jug, Sloper",2,No,,Lack familiarity with the move,,Maybe,No,Yes,,,
1/27/2022 20:03:40,V5,Roof,"Jug, Sloper",3,No,,"Lack familiarity with the move, Wrong body position, Footwork issue",Practice that move,No,No,No,,,
1/27/2022 20:06:35,V5,Roof,"Jug, Sloper",4,No,,"Beta to the next move, Footwork issue",Try toe hook?,No,No,No,,,
1/27/2022 20:09:08,V5,Roof,"Jug, Sloper",5,No,,Beta to the next move,Try toe hook?,Maybe,No,Yes,,,
1/27/2022 20:11:37,V5,Roof,"Jug, Sloper",6,No,,Beta to the next move,,Maybe,Yes,Yes,,,
1/27/2022 20:16:36,V5,Roof,"Jug, Sloper",7,No,,Beta to the next move,Try to cut feet then step in the bad hold,Maybe,Maybe,Yes,,,
1/27/2022 20:21:00,V5,Roof,"Jug, Sloper",8,No,,Beta to the next move,,Maybe,Yes,Yes,,,
1/27/2022 20:24:00,V5,Roof,"Jug, Sloper",9,No,,Beta to the next move,,No,Maybe,Maybe,,,
1/27/2022 20:32:29,V5,Roof,"Jug, Sloper",10,No,,Too tired,Need to optimize the first few moves,Maybe,No,Maybe,,,
1/27/2022 20:44:13,V5,Roof,"Jug, Sloper",11,No,,Too tired,,Maybe,Yes,No,,,
1/27/2022 20:44:35,V5,Roof,"Jug, Sloper",12,No,,Too tired,,Maybe,Yes,No,,,
1/27/2022 20:50:16,V6,Roof,"Jug, Pinch",1,No,,Lack familiarity with the move,,No,Yes,No,,,
1/27/2022 21:00:56,V6,Roof,"Jug, Pinch, Sloper",2,No,,Footwork issue,,No,No,No,,,
1/27/2022 21:01:23,V6,Roof,"Jug, Pinch, Sloper",3,No,,Footwork issue,,No,No,No,,,
1/27/2022 21:01:56,V6,Roof,"Jug, Pinch, Sloper",4,No,,"Beta to the next move, Too tired",,No,No,No,,,
1/27/2022 21:05:18,V6,Roof,"Jug, Pinch, Sloper",5,No,,"Beta to the next move, Suboptimal sequence",,Maybe,Maybe,Yes,,,
1/27/2022 21:07:37,V6,Roof,"Jug, Sloper",7,No,,"Beta to the next move, Too tired",,No,Maybe,No,,,
1/27/2022 21:16:13,V6,Roof,"Jug, Sloper",7,No,,"Beta to the next move, Too tired",,No,Maybe,No,,,
1/30/2022 11:31:38,V4,Slab,Sloper,1,Yes,5,,,No,No,No,,,
1/30/2022 11:32:11,V5,Roof,"Jug, Sloper",2,No,,"Lack familiarity with the move, Too tired",,No,No,No,,,
1/30/2022 11:49:24,V6,Roof,"Jug, Crimp",1,No,,Beta to the next move,,No,No,No,,,
1/30/2022 11:50:01,V6,Roof,"Jug, Crimp",2,No,,"Beta to the next move, Footwork issue",Let’s at least execute those three things,No,No,No,,,
1/30/2022 11:54:18,V6,Roof,"Jug, Crimp",3,No,,"Wrong body position, Too tired",,No,Maybe,Maybe,,,
1/30/2022 12:00:41,V6,Roof,"Jug, Crimp",4,No,,Footwork issue,Left foot press,No,No,Maybe,,,
1/30/2022 12:04:41,V6,Roof,"Jug, Crimp",5,No,,Finished the second half,,Maybe,No,Yes,,,
1/30/2022 12:10:19,V6,Roof,"Jug, Crimp",7,No,,"Footwork issue, Too nervous",,No,No,No,,,
1/30/2022 12:13:14,V6,Roof,"Jug, Crimp",8,No,,"Footwork issue, Need to keep the core tight",,No,No,No,,,
1/30/2022 12:17:17,V6,Roof,"Jug, Crimp",9,No,,"Suboptimal sequence, Lack familiarity with the move, Too tired",,Maybe,No,Maybe,,,
1/30/2022 12:26:19,V6,Roof,"Jug, Pinch",1,No,,Beta to the next move,Try toe hook,No,No,No,,,
1/30/2022 12:29:45,V6,Roof,"Jug, Pinch",2,No,,Beta to the next move,,No,No,No,,,
1/30/2022 12:31:54,V6,Roof,"Jug, Pinch",3,No,,Lack familiarity with the move,Add these three things,No,No,No,,,
1/30/2022 12:36:54,V5,Roof,"Jug, Sloper",1,Yes,6,,,Maybe,No,Yes,,,
1/30/2022 12:53:21,V6,Roof,Pinch,4,No,,Beta to the next move,,No,No,Yes,,,
1/30/2022 12:53:45,V6,Roof,"Jug, Pinch",5,No,,Beta to the next move,,No,No,Yes,,,
2/1/2022 19:24:14,V4,Vertical,Sloper,1,No,,"Lack familiarity with the move, Wrong body position",,No,No,No,,,
2/1/2022 19:24:57,V4,Vertical,Sloper,2,No,,Wrong body position,,No,No,No,,,
2/1/2022 19:25:21,V4,Vertical,Sloper,3,No,,"Beta to the next move, Wrong body position",,No,No,No,,,
2/1/2022 19:27:27,V4,Vertical,Sloper,4,No,,"Wrong body position, Footwork issue",Use left foot to stabilize ,No,No,Yes,,,
2/1/2022 19:31:08,V4,Vertical,Sloper,5,No,,"Cannot grab on to the hold, Wrong body position",Stand up and press hard in that hold,No,No,Yes,,,
2/1/2022 19:35:10,V4,Vertical,Sloper,6,No,,Wrong body position,,No,No,No,,,
2/1/2022 19:37:38,V4,Vertical,Sloper,6,Yes,6,,,No,Maybe,Maybe,,,
2/1/2022 19:43:54,V5,Vertical,Edge,1,No,,"Lack familiarity with the move, Too tired",Weight shifting and breath,No,No,No,,,
2/1/2022 19:48:31,V5,Vertical,"Jug, Edge",2,No,,Lack familiarity with the move,,No,No,No,,,
2/1/2022 19:50:43,V5,Vertical,Edge,3,No,,"Suboptimal sequence, Lack familiarity with the move",,No,No,Maybe,,,
2/1/2022 19:53:53,V5,Vertical,"Jug, Edge",5,No,,Suboptimal sequence,,No,No,No,,,
2/1/2022 19:58:24,V5,Vertical,"Jug, Edge",7,No,,Footwork issue,Breathing and weight shifting ,No,No,No,,,
2/1/2022 20:00:37,V5,Vertical,"Jug, Sloper",8,No,5,,,No,No,No,,,
2/1/2022 20:06:02,V5,Arête,"Edge, Pinch, Side-pull",1,No,,Suboptimal sequence,,No,No,No,,,
2/1/2022 20:09:13,V5,Arête,"Edge, Pinch",2,No,,Cannot grab on to the hold,,Maybe,No,No,,,
2/1/2022 20:12:27,V5,Arête,"Edge, Pinch",4,No,,"Cannot grab on to the hold, Wrong body position",Breathe,No,No,No,,,
2/1/2022 20:14:12,V5,Arête,"Edge, Pinch",5,No,,Suboptimal sequence,Right foot stands up higher,No,No,No,,,
2/1/2022 20:16:55,V5,Arête,"Edge, Pinch",8,Yes,4,,Breathe shifting weight ,No,No,No,,,
2/1/2022 20:24:30,V6,Overhang,Pinch,1,Yes,5,,Breathe shifting weight,No,Maybe,No,,,
2/1/2022 20:30:50,V7,Overhang,"Pinch, Sloper",1,No,,Lack familiarity with the move,,No,No,No,,,
2/1/2022 20:34:16,V7,Overhang,"Pinch, Sloper",2,No,,"Cannot grab on to the hold, Too tired",,No,No,No,,,
2/1/2022 20:36:40,V7,Overhang,"Pinch, Sloper",3,No,,Suboptimal sequence,,Maybe,No,No,,,
2/1/2022 20:40:05,V7,Overhang,"Pinch, Sloper",3,No,,"Cannot grab on to the hold, Dry fire",Shift weight ,Yes,No,No,,,
2/1/2022 20:44:54,V7,Overhang,"Pinch, Sloper",5,No,,"Suboptimal sequence, Dry fire",,Maybe,No,No,,,
2/1/2022 20:49:39,V7,Overhang,"Pinch, Sloper",6,No,,"Cannot grab on to the hold, Too tired",Didn’t grab the best part of the hold,Maybe,No,No,,,
2/1/2022 20:53:21,V5,Overhang,"Jug, Sloper",1,Yes,6,,,Maybe,No,Maybe,,,
2/3/2022 19:16:35,V4,Vertical,"Edge, Undercling, Side-pull",2,Yes,5,,,No,No,Yes,,,
2/6/2022 10:42:15,V4,Slab,"Jug, Crimp, Side-pull",1,No,,Beta to the next move,Side pull and left hand,No,Maybe,No,,,
2/6/2022 10:45:33,V4,Slab,"Jug, Crimp, Side-pull",2,Yes,3,,,No,Maybe,No,,,
2/6/2022 10:54:28,V5,Roof,"Jug, Sloper",1,No,,"Beta to the next move, Suboptimal sequence",Think thru the beta,No,No,No,,,
2/6/2022 10:59:32,V5,Roof,"Jug, Sloper",2,Yes,3,,BREATHE,No,No,Maybe,,,
2/6/2022 11:07:35,V6,Roof,"Jug, Pinch",1,No,,Lack familiarity with the move,,Yes,No,No,,,
2/6/2022 11:11:11,V6,Roof,"Jug, Crimp",2,No,,"Footwork issue, Core need to tighten",,Maybe,No,Maybe,,,
2/6/2022 11:14:43,V6,Roof,"Jug, Crimp",3,No,,"Footwork issue, More control",,Maybe,No,Maybe,,,
2/6/2022 11:21:29,V6,Roof,"Jug, Crimp",4,No,,"Beta to the next move, Too tired, Too nervous",Try heel hook?,Maybe,No,Maybe,,,
2/6/2022 11:27:04,V6,Roof,"Jug, Crimp",5,No,,"Footwork issue, Too nervous",,Maybe,No,Maybe,,,
2/6/2022 11:31:12,V6,Roof,"Jug, Crimp",5,No,,Footwork issue,Aim at the jug,Maybe,No,No,,,
2/6/2022 11:40:19,V6,Roof,"Jug, Crimp",6,Yes,5,,,Yes,No,No,,,
2/6/2022 11:45:03,V6,Roof,"Jug, Pinch",1,No,,Beta to the next move,,No,Maybe,No,,,
2/6/2022 11:48:03,V6,Roof,"Jug, Pinch",2,No,,Beta to the next move,Bicycle?,No,No,No,,,
2/6/2022 11:51:51,V6,Roof,"Jug, Pinch",3,No,,Footwork issue,,No,No,No,,,
2/6/2022 11:53:50,V6,Roof,"Jug, Pinch",4,No,,"Beta to the next move, Too tired",Swing right foot to right,No,No,No,,,
2/6/2022 11:57:29,V6,Roof,"Jug, Pinch",5,No,,Beta to the next move,,No,No,No,,,
2/6/2022 12:03:17,V6,Roof,"Jug, Pinch",6,No,,"Beta to the next move, Too tired",,No,No,No,,,
2/6/2022 12:10:25,V6,Roof,"Jug, Edge, Sloper",1,No,,Beta to the next move,,No,No,No,,,
2/6/2022 12:13:09,V6,Roof,"Jug, Edge, Sloper",2,No,,Beta to the next move,,No,No,No,,,
2/6/2022 12:15:45,V6,Roof,"Jug, Edge, Pinch, Sloper",3,No,,Beta to the next move,,No,No,No,,,
2/6/2022 12:18:39,V6,Roof,"Jug, Edge, Pinch, Sloper",4,No,,Beta to the next move,,No,No,No,,,
2/6/2022 12:22:36,V6,Roof,"Jug, Edge, Pinch, Sloper",6,No,,Beta to the next move,,No,No,No,,,
2/6/2022 12:25:41,V6,Roof,"Jug, Edge, Pinch, Sloper",7,No,,Beta to the next move,,No,No,No,,,
2/6/2022 12:29:36,V6,Roof,"Jug, Edge, Pinch, Sloper",8,No,,"Beta to the next move, Too tired",,No,No,No,,,
